gene_id,baseline_significant,frac_significant,direction_stability,rank_stability,is_stable
ENSMUSG00000079800.2,False,0.0,0.9047619047619048,0.9392234194291214,True
ENSMUSG00000095092.1,False,0.0,,0.9956788850509529,True
ENSMUSG00000079192.2,False,0.0,1.0,0.9948488597893145,True
ENSMUSG00000079794.2,False,0.0,1.0,0.9919205719097455,True
ENSMUSG00000094799.1,False,0.0,0.9523809523809523,0.9810898592565861,True
ENSMUSG00000095250.1,False,0.0,1.0,0.9815564262514822,True
ENSMUSG00000095787.1,False,0.0,,0.9956788850509529,True
ENSMUSG00000096100.1,False,0.0,1.0,0.9926131188671787,True
ENSMUSG00000094054.1,False,0.0,,0.9956788850509529,True
ENSMUSG00000095672.1,False,0.0,0.9047619047619048,0.9615541922290388,True
ENSMUSG00000079190.3,False,0.0,0.9523809523809523,0.964234589541338,True
ENSMUSG00000094514.1,False,0.0,0.8571428571428571,0.9400547335498617,True
ENSMUSG00000094915.1,False,0.0,0.9523809523809523,0.9866684710694094,True
ENSMUSG00000079808.3,False,0.0,1.0,0.9888135622347098,True
ENSMUSG00000063897.3,False,0.0,1.0,0.9995755357357667,True
ENSMUSG00000084520.1,False,0.0,1.0,0.992845113505525,True
ENSMUSG00000096776.1,False,0.0,,0.9956788850509529,True
ENSMUSG00000096244.1,False,0.0,,0.9956788850509529,True
ENSMUSG00000079222.2,False,0.0,0.9523809523809523,0.9798959461085047,True
ENSMUSG00000094874.1,False,0.0,,0.9956788850509529,True
ENSMUSG00000095450.1,False,0.0,,0.9956788850509529,True
ENSMUSG00000095500.1,False,0.0,,0.9956788850509529,True
ENSMUSG00000094728.1,False,0.0,,0.9956788850509529,True
ENSMUSG00000096808.1,False,0.0,,0.9956788850509529,True
ENSMUSG00000062783.2,False,0.0,0.9523809523809523,0.9893084841298483,True
ENSMUSG00000090805.1,False,0.0,,0.9956788850509529,True
ENSMUSG00000051412.6,False,0.0,1.0,0.986720455053187,True
ENSMUSG00000089163.1,False,0.0,,0.9956788850509529,True
ENSMUSG00000061654.3,False,0.0,1.0,0.9656630750459693,True
ENSMUSG00000079834.2,False,0.0,1.0,0.9900439930573456,True
ENSMUSG00000099278.1,False,0.0,,0.9956788850509529,True
ENSMUSG00000094121.1,False,0.0,0.9523809523809523,0.9862152222852332,True
ENSMUSG00000094576.1,False,0.0,1.0,0.9925886305442423,True
ENSMUSG00000079764.1,False,0.0,,0.9956788850509529,True
ENSMUSG00000079774.2,False,0.0,,0.9956788850509529,True
ENSMUSG00000079773.2,False,0.0,1.0,0.9710943273014727,True
ENSMUSG00000096271.1,True,1.0,1.0,0.9999914076059871,True
ENSMUSG00000094741.1,False,0.0,,0.9956788850509529,True
ENSMUSG00000074720.1,False,0.0,,0.9956788850509529,True
ENSMUSG00000094337.7,False,0.0,,0.9956788850509529,True
ENSMUSG00000095570.1,False,0.0,,0.9956788850509529,True
ENSMUSG00000096728.1,False,0.0,,0.9956788850509529,True
ENSMUSG00000094621.1,False,0.0,0.42857142857142855,0.8374942001340413,True
ENSMUSG00000098647.1,False,0.0,,0.9956788850509529,True
ENSMUSG00000095434.1,False,0.0,,0.9956788850509529,True
