gene_id,dataset_id,source_method,target_method,source_log_fold_change,source_p_value,source_adjusted_p_value,source_threshold_significance_fraction,target_method_significant,source_significance_stability,source_direction_stability,source_rank_stability
FBgn0000008,pasilla,DESeq2,edgeR,0.0021517544893312,0.992331623760231,0.996928193754194,0.0,0,0.0,0.7142857142857143,0.83363670170082
FBgn0000017,pasilla,DESeq2,edgeR,-0.240025038615715,0.056832999688648,0.282362590828096,0.0,0,0.0,1.0,0.9740277533125868
FBgn0000018,pasilla,DESeq2,edgeR,-0.104798921482594,0.479714195925949,0.823906275485012,0.0,0,0.0,0.7142857142857143,0.8608909243927739
FBgn0000032,pasilla,DESeq2,edgeR,-0.0919048319367924,0.53377703198641,0.849775485314248,0.0,0,0.0,0.5714285714285714,0.8231460278316012
FBgn0000037,pasilla,DESeq2,edgeR,0.463068993167778,0.346017889819311,0.740907357079013,0.0,0,0.0,1.0,0.9641731744074532
FBgn0000042,pasilla,DESeq2,edgeR,0.314525171574893,0.0252241958826408,0.164530550416316,0.0,0,0.0,1.0,0.978725069970446
FBgn0000043,pasilla,DESeq2,edgeR,0.619578960009858,5.05390062973538e-07,1.72391864513474e-05,1.0,1,0.0,1.0,0.995977922611708
FBgn0000044,pasilla,DESeq2,edgeR,0.414973628595089,0.317015748063166,0.71931396119565,0.0,0,0.0,1.0,0.9527626093594034
FBgn0000046,pasilla,DESeq2,edgeR,0.604239523576,0.189989752163708,0.569012129276193,0.0,0,0.0,1.0,0.9659346681541504
FBgn0000052,pasilla,DESeq2,edgeR,-0.13549579023123,0.321580714888578,0.721369413439693,0.0,0,0.0,1.0,0.9251071575362574
FBgn0000053,pasilla,DESeq2,edgeR,0.296060333291167,0.0310077938806866,0.189345464760789,0.0,0,0.0,1.0,0.9798406826766876
FBgn0000054,pasilla,DESeq2,edgeR,-0.119920567456382,0.311528784048574,0.713128239172918,0.0,0,0.0,0.8571428571428571,0.933092595854618
FBgn0000057,pasilla,DESeq2,edgeR,-0.0235497114142023,0.846414619831706,0.963153739988124,0.0,0,0.0,1.0,0.9337189047423328
FBgn0000063,pasilla,DESeq2,edgeR,0.205592885950182,0.11353499844325,0.430326721472737,0.0,0,0.0,1.0,0.9796058168437948
FBgn0000064,pasilla,DESeq2,edgeR,0.299544392686796,0.0037872331404614,0.039233634836581,0.6666666666666666,0,0.0,1.0,0.9872291703364452
FBgn0000071,pasilla,DESeq2,edgeR,2.67958391890988,9.50667509879613e-49,8.79156187192002e-46,1.0,1,0.1428571428571428,1.0,0.9999510696181472
FBgn0000077,pasilla,DESeq2,edgeR,-0.0559648670969626,0.721031479342875,0.92712179920358,0.0,0,0.0,0.7142857142857143,0.8692286614604741
FBgn0000078,pasilla,DESeq2,edgeR,-1.02025929961484,0.0102223083183991,0.086113635763194,0.3333333333333333,0,0.0,1.0,0.9946861605307968
FBgn0000079,pasilla,DESeq2,edgeR,-1.06709493088645,0.0025788409821059,0.0289268106389055,0.6666666666666666,0,0.0,1.0,0.9958898479243732
FBgn0000083,pasilla,DESeq2,edgeR,-0.0082878683213798,0.950847658388994,0.989664287665557,0.0,0,0.0,0.7142857142857143,0.8565067621787721
FBgn0000084,pasilla,DESeq2,edgeR,-0.148622963871143,0.383190398550097,0.765002083744892,0.0,0,0.0,0.8571428571428571,0.8725461413500871
FBgn0000092,pasilla,DESeq2,edgeR,0.75356526170304,0.129618391422348,0.463607164507179,0.0,0,0.0,1.0,0.9887851564793612
FBgn0000094,pasilla,DESeq2,edgeR,0.45245277247522,0.317512622842135,0.71931396119565,0.0,0,0.0,1.0,0.9536727144618636
FBgn0000097,pasilla,DESeq2,edgeR,0.0070430903416793,0.953820528399438,0.990350331570424,0.0,0,0.0,0.8571428571428571,0.9001233045622689
FBgn0000100,pasilla,DESeq2,edgeR,-0.161213937863365,0.216441245538329,0.60369989497839,0.0,0,0.0,1.0,0.941175894936684
FBgn0000108,pasilla,DESeq2,edgeR,0.205865324601015,0.579024001212458,0.866298177618423,0.0,0,0.0,1.0,0.9240013309063864
FBgn0000109,pasilla,DESeq2,edgeR,-0.240012294761737,0.392711023244307,0.769804860370523,0.0,0,0.0,0.8571428571428571,0.8745718591587889
FBgn0000115,pasilla,DESeq2,edgeR,0.063957357966259,0.592028974043939,0.873577602764225,0.0,0,0.0,1.0,0.9660423149942262
FBgn0000116,pasilla,DESeq2,edgeR,1.29078622372785,1.07679040661753e-11,8.617429379113201e-10,1.0,1,0.0,1.0,0.999403049341397
FBgn0000117,pasilla,DESeq2,edgeR,0.1567342233952,0.178619618118661,0.549623377373085,0.0,0,0.0,1.0,0.9641144579492298
FBgn0000119,pasilla,DESeq2,edgeR,-0.105325450982803,0.376814502210809,0.76122391082024,0.0,0,0.0,1.0,0.9573131348717046
FBgn0000139,pasilla,DESeq2,edgeR,-0.403365615832345,0.0003258657858224,0.0052663707483499,1.0,1,0.0,1.0,0.9921515667508268
FBgn0000140,pasilla,DESeq2,edgeR,0.0718792140094897,0.618794322285857,0.887087933462048,0.0,0,0.0,1.0,0.9197933180670542
FBgn0000142,pasilla,DESeq2,edgeR,-0.0986949597336296,0.356711017284247,0.746798955472814,0.0,0,0.0,1.0,0.9500322940520228
FBgn0000146,pasilla,DESeq2,edgeR,0.490157723725056,8.67444855834152e-07,2.86010677640905e-05,1.0,1,0.0,1.0,0.9957136985497036
FBgn0000147,pasilla,DESeq2,edgeR,0.419670000185177,0.0026270794845849,0.0293492383224165,0.6666666666666666,1,0.0,1.0,0.9924745072710548
FBgn0000150,pasilla,DESeq2,edgeR,0.277537692225159,0.0543950348798679,0.275550745773062,0.0,0,0.0,1.0,0.9759751825103244
FBgn0000152,pasilla,DESeq2,edgeR,0.136057167324119,0.337372664655405,0.733753566593912,0.0,0,0.0,1.0,0.9591627033057366
FBgn0000153,pasilla,DESeq2,edgeR,-0.195179526726991,0.635522113237442,0.895606256091302,0.0,0,0.0,0.8571428571428571,0.861018143385591
FBgn0000163,pasilla,DESeq2,edgeR,-0.121624483447966,0.432481165540784,0.795127179323159,0.0,0,0.0,0.8571428571428571,0.8942516587399448
FBgn0000171,pasilla,DESeq2,edgeR,-0.0293805356544027,0.856675922021066,0.966474319742314,0.0,0,0.0,0.5714285714285714,0.807830818311706
FBgn0000173,pasilla,DESeq2,edgeR,0.153717910392834,0.197484830418189,0.577941717148589,0.0,0,0.0,1.0,0.9665511909654942
FBgn0000180,pasilla,DESeq2,edgeR,0.397328287539202,0.320780219754123,0.721369413439693,0.0,0,0.0,1.0,0.9561290196308692
FBgn0000181,pasilla,DESeq2,edgeR,-0.166770953654304,0.0984347615983424,0.39417644581423,0.0,0,0.0,1.0,0.9703971189791164
FBgn0000183,pasilla,DESeq2,edgeR,-0.0134255954293161,0.873754006328898,0.972573216219791,0.0,0,0.0,0.8571428571428571,0.939541620182804
FBgn0000210,pasilla,DESeq2,edgeR,0.0341018187061578,0.823991297828731,0.96090999025119,0.0,0,0.0,0.8571428571428571,0.8837218405652438
FBgn0000212,pasilla,DESeq2,edgeR,0.099425592812074,0.342257763406935,0.737630274160543,0.0,0,0.0,1.0,0.9643395377057522
FBgn0000221,pasilla,DESeq2,edgeR,-0.252386021318429,0.121957108778516,0.446501094294258,0.0,0,0.0,1.0,0.9722271152604076
